시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일
B10,서울특별시교육청,7130174,둔촌중학교,Doonchon Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05367 ,서울특별시 강동구 진황도로61길 25-30,(둔촌동),02-489-7100,http://doonchon.sen.ms.kr,남여공학,02-486-7627,,N,일반계,,전기,주간,19860129,19860129,20230205
B10,서울특별시교육청,7081489,등명중학교,Deungmyoung Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07585 ,서울특별시 강서구 공항대로39길 39,(등촌동/등명중학교),02-2658-2727,http://www.deungmyoung.ms.kr,남여공학,02-2658-7198,,N,일반계,,전기,주간,19950110,19950506,20230205
B10,서울특별시교육청,7081490,등원중학교,Deungwon Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07576 ,서울특별시 강서구 화곡로65길 50,(등촌동/등원중학교),02-2658-2707,http://www.deungwon.ms.kr,남여공학,02-2658-2709,,N,일반계,,전기,주간,19950504,19950504,20230205
B10,서울특별시교육청,7010700,등촌고등학교,Deung Chon High School,고등학교,서울특별시,서울특별시교육청,공립,07580 ,서울특별시 강서구 공항대로39길 115,/ 등촌고등학교 (등촌동),02-3665-6045,http://www.dch.hs.kr,남여공학,02-3665-6047,자율고,N,일반계,,후기,주간,20040301,20040301,20230205
B10,서울특별시교육청,7081517,등촌중학교,Deung-chon Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,사립,07664,서울특별시 강서구 공항대로 484-12,(등촌동/등촌중학교),02-2653-0392,http://deungchon.sen.ms.kr,남여공학,02-2653-4969,,N,일반계,,전기,주간,19810130,19810130,20230205
B10,서울특별시교육청,7010908,리라아트고등학교,Lila Art High School,고등학교,서울특별시,서울특별시교육청,사립,04628 ,서울특별시 중구 소파로2길 ,/ 24 (예장동/리라아트고등학교),02-775-6541,http://www.lila.hs.kr,남여공학,02-319-0681,특성화고,N,전문계,,전기,주간,19520520,19520520,20230205
B10,서울특별시교육청,7061055,리라초등학교,Lila Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,사립,04628 ,서울특별시 중구 소파로2길 7,(예장동),02-777-7461,http://www.lila.es.kr,남여공학,02-774-2900,,N,일반계,,전기,주간,19650520,19650520,20230205
B10,서울특별시교육청,7081515,마곡중학교,Magok Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07598 ,서울특별시 강서구 마곡중앙5로 58,(마곡동),02-2666-8502,http://www.magok.ms.kr,남여공학,02-2666-8504,,N,해당없음,,후기,주간,20150109,20150302,20230205
B10,서울특별시교육청,7081540,마곡하늬중학교,MagokHanui,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07810 ,서울특별시 강서구 마곡서1로 16,(마곡동),0269855900,http://magokhanui.sen.ms.kr,남여공학,0269855958,,N,,,전기,주간,20200301,20200301,20230205
B10,서울특별시교육청,7134131,마장중학교,Majang Junior High School,중학교,서울특별시,서울특별시성동광진교육지원청,공립,04753 ,서울특별시 성동구 마장로35나길 31,/ 마장중학교 (마장동),02-2282-2933,http://mj.sen.ms.kr,남여공학,02-2282-2656,,N,해당없음,,전기,주간,20050301,20050405,20230205
B10,서울특별시교육청,7010157,마포고등학교,Mapo High School,고등학교,서울특별시,서울특별시교육청,사립,07576 ,서울특별시 강서구 화곡로 403,(등촌동/마포고등학교),02-3663-2583,http://www.mapo.hs.kr,남,02-3663-2590,일반고,N,일반계,,후기,주간,19530601,19530601,20230205
B10,서울특별시교육청,7081518,마포중학교,Mapo Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,사립,07576 ,서울특별시 강서구 화곡로 403,(등촌동/마포중고등학교),02-3663-2591,http://mapo.ms.kr,남,02-3663-2593,,N,일반계,,전기,주간,19500601,19500601,20230205
B10,서울특별시교육청,7121337,매원초등학교,Maewon Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,사립,02828 ,서울특별시 성북구 북악산로 870,(돈암동),02-922-6052,http://www.maewon.es.kr,남여공학,02-921-1105,,N,일반계,,전기,주간,19631205,19640309,20230205
B10,서울특별시교육청,7010077,면목고등학교,Myeonmok High School,고등학교,서울특별시,서울특별시교육청,공립,02193 ,서울특별시 중랑구 용마산로72길 36-14,(면목동/면목고등학교),02-435-0002,http://mmhs.sen.hs.kr,남,02-435-0774,자율고,N,일반계,,후기,주간,19821130,19830420,20230205
B10,서울특별시교육청,7021128,면목중학교,Myeonmok Middle School,중학교,서울특별시,서울특별시동부교육지원청,공립,02193 ,서울특별시 중랑구 용마산로70길 37,/ 면목중학교 (면목동),02-437-0292,http://myonmok.sen.ms.kr,남여공학,02-437-0279,,N,일반계,,전기,주간,19811217,19810504,20230205
B10,서울특별시교육청,7010158,명덕고등학교,Myungduk High School,고등학교,서울특별시,서울특별시교육청,사립,07633 ,서울특별시 강서구 강서로47길 34-10,(내발산동/명덕고등학교),02-2664-8817,http://myungduk.sen.hs.kr,남,02-2664-8875,일반고,N,일반계,,후기,주간,19841217,19841015,20230205
B10,서울특별시교육청,7010159,명덕여자고등학교,Myungduk Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,07633 ,서울특별시 강서구 강서로47길 34-10,(내발산동),02-2664-8815,mdgh.sen.hs.kr,여,02-2664-8343,일반고,N,일반계,,후기,주간,19831226,19841015,20230205
B10,서울특별시교육청,7081519,명덕여자중학교,Myungduk Girls’ Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,사립,07633 ,서울특별시 강서구 강서로47길 34-10,(내발산동),02-2664-8813,http://myungduk.sen.ms.kr,여,02-2664-8846,,N,일반계,,전기,주간,19771230,19771015,20230205
B10,서울특별시교육청,7010160,명덕외국어고등학교,Myungduk Foreign Language High School,고등학교,서울특별시,서울특별시교육청,사립,07633 ,서울특별시 강서구 강서로47길 34-10,/ 명덕외국어고등학교 (내발산동/명덕고등학교),02-2665-8821,http://www.mdfh.or.kr,남여공학,02-2665-5777,특목고,N,일반계,외국어계열,전기,주간,19910911,19910911,20230205
B10,서울특별시교육청,7010078,명일여자고등학교,Myungil Girls’ High School,고등학교,서울특별시,서울특별시교육청,공립,05268 ,서울특별시 강동구 명일로 350,(명일동/명일여자고등학교),02-481-8192,http://www.myungil.hs.kr,여,02-481-8197,일반고,N,일반계,,후기,주간,19841217,19850508,20230205
B10,서울특별시교육청,7130175,명일중학교,Myungil Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05230 ,서울특별시 강동구 양재대로156길 57,(고덕동/명일중학교),070-5102-5713,http://www.myungil.ms.kr,남여공학,02-429-4457,,N,일반계,,전기,주간,19840109,19840514,20230205
B10,서울특별시교육청,7010163,명지고등학교,Myongji High School,고등학교,서울특별시,서울특별시교육청,사립,03656 ,서울특별시 서대문구 명지2길 56,/ 명지고등학교 (홍은동),02-303-1540,http://www.myongjigo.net/,남여공학,02-309-7289,일반고,N,일반계,,후기,주간,19480412,19480412,20230205
B10,서울특별시교육청,7031186,명지중학교,Myongji Middle School,중학교,서울특별시,서울특별시서부교육지원청,사립,03656 ,서울특별시 서대문구 명지2길 56,(홍은동),02-302-7072,http://www.myongji.sen.ms.kr,남여공학,02-303-6669,,N,일반계,,전기,주간,19480412,19480412,20230205
B10,서울특별시교육청,7031111,명지초등학교,Myongji Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,사립,03656 ,서울특별시 서대문구 명지2길 32-20,(홍은동),02-372-2872,http://www.myongji.net,남여공학,02-375-6996,,N,일반계,,전기,주간,19670315,19670315,20230205
B10,서울특별시교육청,7010744,목동고등학교,Mokdong High School,고등학교,서울특별시,서울특별시교육청,사립,08099 ,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),02-2652-1701,https://mokdong.sen.hs.kr/,여,02-2652-9229,일반고,N,일반계,,후기,주간,19891208,19900914,20230205
B10,서울특별시교육청,7081491,목동중학교,Mokdong Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,08010 ,서울특별시 양천구 목동동로 172,(신정동/목동중학교),02-2643-1103,http://www.mokdong.ms.kr,남여공학,02-2653-5848,,N,일반계,,전기,주간,19810301,19810520,20230205
B10,서울특별시교육청,7081492,목운중학교,Mogun Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07996 ,서울특별시 양천구 목동동로 235,(목동/목운초.중학교),02-2651-4060,http://www.mogun.ms.kr,남여공학,02-2651-4063,,N,해당없음,,전기,주간,20090301,20090506,20230205
B10,서울특별시교육청,7081493,목일중학교,Mokil Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,08018,서울특별시 양천구 목동동로8길 70,(신정동/목일중학교),02-2646-0553,http://mokil.sen.ms.kr,남여공학,02-2648-5793,,N,일반계,,전기,주간,19861217,19870508,20230205
B10,서울특별시교육청,7010079,무학여자고등학교,Muhak Girls’ High School,고등학교,서울특별시,서울특별시교육청,공립,04716 ,서울특별시 성동구 고산자로 197,무학여자고등학교,02-2200-1724,http://www.muhak.hs.kr,여,02-2299-5065,일반고,N,일반계,,후기,주간,19400330,19400420,20230205
B10,서울특별시교육청,7134132,무학중학교,Muhak Middle School,중학교,서울특별시,서울특별시성동광진교육지원청,공립,04716 ,서울특별시 성동구 행당로 120,(행당동),02-2298-6141,http://muhakg.ms.kr,남여공학,02-2281-5821,,N,일반계,,전기,주간,19681001,19681001,20230205
B10,서울특별시교육청,7041177,문래중학교,Mullae Middle School,중학교,서울특별시,서울특별시남부교육지원청,공립,07283 ,서울특별시 영등포구 선유서로13길 6,(문래동6가/문래중학교),02-6712-0707,http://www.mullae.ms.kr,남여공학,02-6713-0377,,N,일반계,,전기,주간,19860129,19860504,20230205
B10,서울특별시교육청,7041178,문성중학교,Munseong Middle School,중학교,서울특별시,서울특별시남부교육지원청,공립,08551 ,서울특별시 금천구 독산로102길 78,/ 문성중학교 (독산동),02-858-8446,http://www.munseong.ms.kr,남여공학,02-838-8010,,N,일반계,,전기,주간,19900120,19900504,20230205
B10,서울특별시교육청,7010166,문일고등학교,Moonil High School,고등학교,서울특별시,서울특별시교육청,사립,08634 ,서울특별시 금천구 시흥대로47길 45,(시흥동),02-802-2301,http://moonil.hs.kr,남,02-893-5094,일반고,N,일반계,,후기,주간,19741227,19741227,20230205
B10,서울특별시교육청,7041179,문일중학교,Moonil Middle School,중학교,서울특별시,서울특별시남부교육지원청,사립,08634 ,서울특별시 금천구 시흥대로47길 45,/ 문일중학교 (시흥동),02-808-0297,http://www.moonil.ms.kr,남,02-805-3231,,N,일반계,,전기,주간,19671214,19671214,20230205
B10,서울특별시교육청,7010701,문정고등학교,Munjeong High School,고등학교,서울특별시,서울특별시교육청,공립,05809 ,서울특별시 송파구 송이로34길 62,(문정동/문정고등학교),02-406-0061,http://mj.sen.hs.kr,남여공학,02-406-6756,일반고,N,일반계,,후기,주간,20071101,20080422,20230205
B10,서울특별시교육청,7130176,문정중학교,Munjeong Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05797 ,서울특별시 송파구 문정로 73,(문정동/ 문정중학교),02-448-6348,http://www.munjeong.ms.kr,남여공학,02-430-6063,,N,일반계,,전기,주간,19900120,19900120,20230205
B10,서울특별시교육청,7132137,문창중학교,Munchang Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,07057 ,서울특별시 동작구 여의대방로22나길 40,(신대방동),02-821-2359,http://www.munchang.ms.kr,남여공학,02-825-8733,,N,일반계,,전기,주간,19810508,19810508,20230205
B10,서울특별시교육청,7010959,문현고등학교,MUNHYEON HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,공립,05811 ,서울특별시 송파구 충민로 115,(장지동),02-6951-8702,http://munhyeon.sen.hs.kr,남여공학,02-3012-0880,일반고,N,일반계,,후기,주간,20100301,20100301,20230205
B10,서울특별시교육청,7130177,문현중학교,MUNHYEON MIDDLE SCHOOL,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05811 ,서울특별시 송파구 충민로 99,(장지동/ 문현중학교),02-407-4095,http://www.munhyeon.ms.kr/,남여공학,02-407-4082,,N,해당없음,,전기,주간,20090301,20090416,20230205
B10,서울특별시교육청,7010591,미래산업과학고등학교,Mirae High School of Science and Technology,고등학교,서울특별시,서울특별시교육청,사립,01717 ,서울특별시 노원구 덕릉로82길 54,(중계동),02-933-7671,http://www.mist.hs.kr,남여공학,02-933-7855,특성화고,N,전문계,,전기,주간,19940301,19940323,20230205
B10,서울특별시교육청,7010167,미림여자고등학교,Mirim Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,08821 ,서울특별시 관악구 호암로 546,/ 미림여자고등학교 (신림동),02-886-1811,http://www.mirim.hs.kr,여,02-878-2188,일반고,N,일반계,,후기,주간,19671230,19790531,20230205
B10,서울특별시교육청,7010569,미림여자정보과학고등학교,Mirim Girls’ Information Science High School,고등학교,서울특별시,서울특별시교육청,사립,08821 ,서울특별시 관악구 호암로 546,(신림동),02-872-4071,http://www.e-mirim.hs.kr,여,02-887-0856,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19910301,19910531,20230205
B10,서울특별시교육청,7132138,미성중학교,Misung Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,08863 ,서울특별시 관악구 문성로16길 40,(신림동),02-860-0900,http://www.misung.ms.kr,남여공학,02-860-0998,,N,일반계,,전기,주간,19840109,19840517,20230205
B10,서울특별시교육청,7010887,미양고등학교,Miyang High School,고등학교,서울특별시,서울특별시교육청,공립,01190 ,서울특별시 강북구 인수봉로 39,/ 미양고등학교 (미아동),02-982-6104,http://mi-yang.hs.kr,남여공학,02-982-6106,자율고,N,일반계,,후기,주간,20090301,20090610,20230205
B10,서울특별시교육청,7010460,밀알학교,Miral School,특수학교,서울특별시,서울특별시교육청,사립,06350 ,서울특별시 강남구 일원로 90,(일원동/밀알학교),02-3412-1133,http://www.miral.sc.kr,남여공학,02-6958-3777,,N,해당없음,,전기,주간,19970301,19970310,20230205
B10,서울특별시교육청,7010080,반포고등학교,Banpo High School,고등학교,서울특별시,서울특별시교육청,공립,06598 ,서울특별시 서초구 고무래로 71,(반포동/반포고등학교),02-2258-4300/4100,http://banpo.sen.hs.kr,남여공학,02-2258-4242,일반고,N,일반계,,후기,주간,19831226,19840426,20230205
B10,서울특별시교육청,7091429,반포중학교,Banpo Middle School,중학교,서울특별시,서울특별시강남서초교육지원청,공립,06502 ,서울특별시 서초구 신반포로 67,(반포동/반포중학교),02-599-2304,http://www.banpo.ms.kr,남,02-536-9599,,N,일반계,,전기,주간,19741227,19751010,20230205
B10,서울특별시교육청,7091430,방배중학교,Bangbae Middle School,중학교,서울특별시,서울특별시강남서초교육지원청,공립,06589 ,서울특별시 서초구 동광로 144,(반포동/방배중학교),02-532-1342,http://www.bangbae.ms.kr,남여공학,02-599-6455,,N,일반계,,전기,주간,19801227,19810430,20230205
B10,서울특별시교육청,7010590,방산고등학교,Bangsan High School,고등학교,서울특별시,서울특별시교육청,공립,05645 ,서울특별시 송파구 오금로27길 18,(방이동),02-418-2602,http://bangsan.sen.hs.kr,남여공학,02-418-9963,일반고,N,일반계,,후기,주간,20030301,20030930,20230205
B10,서울특별시교육청,7130178,방산중학교,Bangsan Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05645 ,서울특별시 송파구 오금로29길 31,(방이동/ 방산중학교),02-2046-2600,www.bangsan.ms.kr,남여공학,02-2046-2610,,N,일반계,,전기,주간,19910221,19910506,20230205
B10,서울특별시교육청,7081494,방원중학교,Bangwon Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07515,서울특별시 강서구 금낭화로 268,/ 방원중학교 (방화동/방원중학교),02-2666-6014,http://bangwon.sen.ms.kr,남여공학,02-2662-6965,,N,일반계,,전기,주간,19931005,19940512,20230205
B10,서울특별시교육청,7130179,방이중학교,Bang-i Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,공립,05546 ,서울특별시 송파구 오금로11길 64,(방이동/방이중학교),02-2152-7111,http://www.bangi.ms.kr,남여공학,02-2152-7106,,N,일반계,,전기,주간,19850412,19850412,20230205
B10,서울특별시교육청,7051181,방학중학교,Banghak Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,01358 ,서울특별시 도봉구 시루봉로 188,/ 방학중학교 (방학동),02-956-8343,http://www.banghak.ms.kr,남여공학,02-955-6260,,N,일반계,,전기,주간,19820117,19820415,20230205
B10,서울특별시교육청,7081495,방화중학교,Banghwa Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07621 ,서울특별시 강서구 개화동로27길 9,(방화동),02-2662-4452,http://www.banghwa.ms.kr,남여공학,02-2665-0411,,N,일반계,,전기,주간,19860129,19860425,20230205
B10,서울특별시교육청,7010168,배명고등학교,Baemyeong High School,고등학교,서울특별시,서울특별시교육청,사립,05598 ,서울특별시 송파구 삼학사로 11,/ 배명고등학교 (삼전동),070-4014-2632,http://www.bm.hs.kr,남,02-421-8716,일반고,N,일반계,,후기,주간,19490307,19341007,20230205
B10,서울특별시교육청,7130180,배명중학교,Baemyeong Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,05598 ,서울특별시 송파구 삼학사로 11,(삼전동/배명중고등학교),02-414-5474,http://bm.ms.kr/,남,02-2202-3153,,N,일반계,,전기,주간,19490307,19341007,20230205
B10,서울특별시교육청,7010169,배문고등학교,Baemoon High School,고등학교,서울특별시,서울특별시교육청,사립,04305 ,서울특별시 용산구 효창원로 258,(서계동),02-3480-7100,http://www.baemoon.hs.kr,남,02-714-0062,일반고,N,일반계,,후기,주간,19551231,19551231,20230205
B10,서울특별시교육청,7061101,배문중학교,Baemoon Middle School,중학교,서울특별시,서울특별시중부교육지원청,사립,04305 ,서울특별시 용산구 효창원로 258,/ 배문중학교 (서계동),02-3480-7243,http://www.baemoon.ms.kr,남,02-714-0062,,N,일반계,,전기,주간,19550317,19540522,20230205
B10,서울특별시교육청,7010170,배재고등학교,Paichai High School,고등학교,서울특별시,서울특별시교육청,사립,05234 ,서울특별시 강동구 고덕로 227,(고덕동/배재중 고등학교),02-428-1885,www.paichai.hs.kr,남,02-429-7845,자율고,N,일반계,,전기,주간,18850608,18850608,20230205
B10,서울특별시교육청,7130181,배재중학교,Paichai Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,05234 ,서울특별시 강동구 고덕로 227,(고덕동/ 배재중학교),02-429-1885,http://paichai.sen.ms.kr,남,02-429-7849,,N,일반계,,전기,주간,18850803,18850608,20230205
B10,서울특별시교육청,7010171,배화여자고등학교,Paiwha Girls` High School,고등학교,서울특별시,서울특별시교육청,사립,03039 ,서울특별시 종로구 필운대로1길 34,(필운동/배화여자고등학교),02-724-0300,http://paiwha.sen.hs.kr/,여,02-723-0752,일반고,N,일반계,,후기,주간,18981002,18981002,20230205
B10,서울특별시교육청,7061102,배화여자중학교,Paiwha Girls’ Middle School,중학교,서울특별시,서울특별시중부교육지원청,사립,03039 ,서울특별시 종로구 필운대로1길 34,/ 배화여자중학교 (필운동),02-725-6451,http://www.paiwha.ms.kr,여,02-725-4934,,N,일반계,,전기,주간,18981002,18981002,20230205
B10,서울특별시교육청,7081496,백석중학교,Baekseok Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07669 ,서울특별시 강서구 등촌로51나길 35,(등촌동/백석중학교),02-2644-2886,baekseok.sen.ms.kr,남여공학,02-2653-5589,,N,일반계,,전기,주간,19821209,19830418,20230205
B10,서울특별시교육청,7010172,백암고등학교,Baegam High School,고등학교,서울특별시,서울특별시교육청,사립,08080 ,서울특별시 양천구 신정로13길 16,/ 백암고등학교 (신정동),02-2696-0110,http://baegam.sen.hs.kr,남여공학,02-2691-0111,일반고,N,일반계,,후기,주간,19840409,19841217,20230205
B10,서울특별시교육청,7051182,백운중학교,Baekwoon Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,01432 ,서울특별시 도봉구 도봉로129길 50,(쌍문동),02-998-4035,http://www.baekwoon.ms.kr,남여공학,02-998-4034,,N,일반계,,전기,주간,19920301,19920506,20230205
B10,서울특별시교육청,7121344,번동중학교,Beondong Middle School,중학교,서울특별시,서울특별시성북강북교육지원청,공립,01137 ,서울특별시 강북구 오현로35길 87,(번동/번동중학교),02-945-0168,http://www.beondong.ms.kr,남여공학,02-986-1450,,N,일반계,,전기,주간,19920301,19920428,20230205
B10,서울특별시교육청,7010173,보성고등학교,Posung High School,고등학교,서울특별시,서울특별시교육청,사립,05649 ,서울특별시 송파구 양재대로 1278,(방이동/보성중고등학교),02-2152-2430,http://posung.sen.hs.kr,남,02-449-9355,일반고,N,일반계,,후기,주간,19060905,19060905,20230205
B10,서울특별시교육청,7010174,보성여자고등학교,Bosung Girls` High School,고등학교,서울특별시,서울특별시교육청,사립,04338 ,서울특별시 용산구 신흥로3가길 66,/ 보성여자고등학교 (용산동2가),07040003030,http://www.bosung.hs.kr,여,027984145,일반고,N,일반계,,후기,주간,19071010,19071010,20230205
B10,서울특별시교육청,7061103,보성여자중학교,Bosung Girls’ Middle School,중학교,서울특별시,서울특별시중부교육지원청,사립,04338 ,서울특별시 용산구 신흥로3가길 66,(용산동2가),070-4000-3130,www.bosung-g.ms.kr,여,02-798-4146,,N,일반계,,전기,주간,19071010,19071010,20230205
B10,서울특별시교육청,7130182,보성중학교,Posung Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,05649 ,서울특별시 송파구 양재대로 1278,(방이동/보성중고등학교),02-2152-2513,http://posung.sen.ms.kr/,남,02-449-9355,,N,일반계,,전기,주간,19060905,19060905,20230205
B10,서울특별시교육청,7010813,보인고등학교,Boin High School,고등학교,서울특별시,서울특별시교육청,사립,05742 ,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),02-2043-6021,http://www.boin.hs.kr,남,02-449-8063,자율고,N,일반계,,전기,주간,19080608,19080608,20230205
B10,서울특별시교육청,7130183,보인중학교,Boin Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,05742 ,서울특별시 송파구 오금로49길 18,(오금동/ 보인중고등학교),02-449-6017,http://www.boin.ms.kr,남,02-449-8068,,N,일반계,,전기,주간,19080608,19080608,20230205
B10,서울특별시교육청,7132139,봉림중학교,Bongrim Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,08782 ,서울특별시 관악구 장군봉길 72,(봉천동),02-888-1281,http://www.bongrim.ms.kr,남여공학,02-887-4907,,N,일반계,,전기,주간,19881224,19890421,20230205
B10,서울특별시교육청,7081520,봉영여자중학교,Bongyoung Girls’ Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,사립,08099 ,서울특별시 양천구 목동동로2길 68,(신정동/봉영여자중학교),02-2648-7123,bongyoung.sen.ms.kr,여,02-2648-7122,,N,일반계,,전기,주간,19511008,19511008,20230205
B10,서울특별시교육청,7132140,봉원중학교,Bong-won Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,08736 ,서울특별시 관악구 관악로24가길 15,/ 봉원중학교 (봉천동/봉원중학교),02-879-1542,https://bongwon.sen.ms.kr,남여공학,02-879-1548,,N,일반계,,전기,주간,19691111,19691111,20230205
B10,서울특별시교육청,7091431,봉은중학교,Bong-eun Middle School,중학교,서울특별시,서울특별시강남서초교육지원청,공립,06079 ,서울특별시 강남구 영동대로128길 59,(삼성동),02-547-5628,http://www.bongeun.ms.kr/,남여공학,02-512-3809,,N,일반계,,전기,주간,19860129,19860429,20230205
B10,서울특별시교육청,7021129,봉화중학교,Bonghwa Middle School,중학교,서울특별시,서울특별시동부교육지원청,공립,02179 ,서울특별시 중랑구 망우로70길 89,(망우동/봉화중학교),02-433-3180,http://www.ibonghwa.ms.kr,남여공학,02-496-9589,,N,일반계,,전기,주간,19850501,19850501,20230205
B10,서울특별시교육청,7051183,북서울중학교,Bukseoul Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,01305 ,서울특별시 도봉구 도봉로169가길 33,(도봉동),02-956-1004,https://bukseoul.sen.ms.kr,남여공학,02-955-8290,,N,일반계,,전기,주간,19841208,19851208,20230205
B10,서울특별시교육청,7121345,북악중학교,Bugak Middle School,중학교,서울특별시,서울특별시성북강북교육지원청,공립,02812 ,서울특별시 성북구 정릉로12길 41,(정릉동/북악중학교),02-910-2311,http://www.bugak.ms.kr,남여공학,02-919-5097,,N,일반계,,전기,주간,19840110,19840427,20230205
B10,서울특별시교육청,7031187,불광중학교,Bulgwang Middle School,중학교,서울특별시,서울특별시서부교육지원청,공립,03359 ,서울특별시 은평구 불광로 180,/ 불광중학교 (불광동),02-384-6591,http://bulgwang.ms.kr,남여공학,02-385-8357,,N,일반계,,전기,주간,19740920,19740920,20230205
B10,서울특별시교육청,7010736,불암고등학교,Buram High School,고등학교,서울특별시,서울특별시교육청,공립,01736 ,서울특별시 노원구 중계로 155,(중계동),02-936-7500,http://www.buram.hs.kr,남여공학,02-936-9100,일반고,N,일반계,,후기,주간,20050301,20050301,20230205
B10,서울특별시교육청,7051184,불암중학교,Bulam Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,01747 ,서울특별시 노원구 한글비석로5길 45,/ 불암중학교 (하계동),02-975-4047,http://bulam.ms.kr,남여공학,02-948-3098,,N,일반계,,전기,주간,19921227,19930301,20230205
B10,서울특별시교육청,7132141,사당중학교,Sadang Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,07003 ,서울특별시 동작구 사당로9가길 58,/ 사당중학교 (사당동),02-537-7157,http://sadang.sen.ms.kr,남여공학,02-533-3704,,N,일반계,,전기,주간,19840109,19840502,20230205
B10,서울특별시교육청,7010985,삼각산고등학교,Samgaksan High School,고등학교,서울특별시,서울특별시교육청,공립,01199 ,서울특별시 강북구 삼양로19길 40,(미아동/삼각산고등학교),02-980-2290,http://samgaksan.hs.kr,남여공학,02-989-6930,일반고,N,일반계,,후기,주간,20110301,20110301,20230205
B10,서울특별시교육청,7121346,삼각산중학교,Samgaksan Middle School,중학교,서울특별시,서울특별시성북강북교육지원청,공립,01198 ,서울특별시 강북구 삼양로19길 141,/ 삼각산중학교 (미아동),02-944-4999,www.samgaksan.ms.kr,남여공학,02-986-0544,,N,일반계,,전기,주간,20030106,20030301,20230205
B10,서울특별시교육청,7121347,삼선중학교,Samseon Middle School,중학교,서울특별시,서울특별시성북강북교육지원청,공립,02833 ,서울특별시 성북구 동소문로3길 69,(동소문동4가/삼선중학교),02-742-1147,http://www.samseon.ms.kr,남,02-741-5711,,N,일반계,,전기,주간,19600219,19600503,20230205
B10,서울특별시교육청,7010081,삼성고등학교,Samsung High School,고등학교,서울특별시,서울특별시교육청,공립,08815 ,서울특별시 관악구 신림로 41,(신림동),02-871-7583,http://www.samsung.hs.kr,남여공학,02-886-7251,일반고,N,일반계,,후기,주간,19860112,19860112,20230205
B10,서울특별시교육청,7132142,삼성중학교,Samsung Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,08816 ,서울특별시 관악구 신림로3가길 39-24,(신림동/삼성중학교),02-871-6242/6243,http://samsung.sen.ms.kr,남여공학,02-884-8974,,N,일반계,,전기,주간,19701002,19700801,20230205
B10,서울특별시교육청,7081497,삼정중학교,Samjeong Middle School,중학교,서울특별시,서울특별시강서양천교육지원청,공립,07508 ,서울특별시 강서구 금낭화로 210,(방화동/삼정중학교),02-2666-6033,http://samjeong.sen.ms.kr,남여공학,02-2666-6896,,N,일반계,,전기,주간,19940105,19940504,20230205
