,시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,시군구,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,위도,경도
78,B10,서울특별시교육청,7010746,동국대학교사범대학부속여자고등학교,Girls High School Attached To College Of Education/ Dongguk University,고등학교,서울특별시,광진구,서울특별시교육청,사립,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),02-2049-1577,http://donggukgirls.hs.kr,여,02-2049-1588,일반고,N,일반계,,후기,주간,19300620,19300620,37.5419293578309,127.086973061678
79,B10,서울특별시교육청,7010152,동덕여자고등학교,Dongduk Girls’ High School,고등학교,서울특별시,서초구,서울특별시교육청,사립,6700,서울특별시 서초구 효령로2길 123-5,/ 동덕여자고등학교 (방배동),02-586-5418,http://www.dongduk.hs.kr,여,02-582-7306,일반고,N,일반계,,후기,주간,19100428,19100428,37.4758460567445,126.992615816174
80,B10,서울특별시교육청,7011490,동명생활경영고등학교,Dongmyung Career and Business High School,고등학교,서울특별시,은평구,서울특별시교육청,사립,3390,서울특별시 은평구 통일로 793,(대조동),02-383-2628,http://dmgcab.sen.hs.kr/,여,02-389-5011,특성화고,N,전문계,,전기,주간,19210603,19210603,37.6144187859471,126.92282044301
81,B10,서울특별시교육청,7010153,동명여자고등학교,Dongmyung Girls’ High School,고등학교,서울특별시,은평구,서울특별시교육청,사립,3390,서울특별시 은평구 통일로 793,(대조동/동명여자고등학교),02-385-0652,http://dongmyung.sen.hs.kr,여,02-356-4706,일반고,N,일반계,,후기,주간,19210603,19210603,37.6144187859471,126.92282044301
82,B10,서울특별시교육청,7010154,동북고등학교,Dongbuk High School,고등학교,서울특별시,강동구,서울특별시교육청,사립,5412,서울특별시 강동구 강동대로 305,(둔촌동),02-477-2280,http://dongbuk.hs.kr,남,02-488-8093,일반고,N,일반계,,후기,주간,19530604,19530604,37.5202406144077,127.139450654266
83,B10,서울특별시교육청,7010155,동성고등학교,Dongsung High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3083,서울특별시 종로구 대학로 156,(혜화동/동성중고교),02-3671-9100,http://www.dongsung.hs.kr,남,02-765-8239,자율고,N,일반계,,전기,주간,19070910,19381208,37.5849699592551,127.003097645534
84,B10,서울특별시교육청,7010965,동양고등학교,Dongyang High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7529,서울특별시 강서구 허준로 50,(가양동/동양고등학교),02-2657-0800,http://www.dongyang.hs.kr,남,02-3664-9463,일반고,N,일반계,,후기,주간,19530519,19530519,37.5690302418497,126.846888761424
85,B10,서울특별시교육청,7010156,동일여자고등학교,Dong-il Girls’ High School,고등학교,서울특별시,금천구,서울특별시교육청,사립,8656,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자고등학교),02-803-9806,http://www.dongilg.hs.kr,여,02-894-5554,일반고,N,일반계,,후기,주간,19721219,19680910,37.4519362557404,126.915819922214
86,B10,서울특별시교육청,7010075,동작고등학교,Dongjak High School,고등학교,서울특별시,동작구,서울특별시교육청,공립,7031,서울특별시 동작구 솔밭로 51,(사당동/동작고등학교(복합정보센타)),02-588-4196,http://dongjak.sen.hs.kr,남여공학,02-523-3410,일반고,N,일반계,,후기,주간,19911023,19910430,37.4826019423842,126.965086250636
87,B10,서울특별시교육청,7010076,둔촌고등학교,Doonchon High School,고등학교,서울특별시,강동구,서울특별시교육청,공립,5367,서울특별시 강동구 명일로 140,(둔촌동/둔촌고등학교),02-485-9873,https://doonchon.sen.hs.kr/,남여공학,02-485-9874,일반고,N,일반계,,후기,주간,19970115,19970412,37.531432583881,127.143808707936
88,B10,서울특별시교육청,7010700,등촌고등학교,Deung Chon High School,고등학교,서울특별시,강서구,서울특별시교육청,공립,7580,서울특별시 강서구 공항대로39길 115,/ 등촌고등학교 (등촌동),02-3665-6045,http://www.dch.hs.kr,남여공학,02-3665-6047,자율고,N,일반계,,후기,주간,20040301,20040301,37.5629452192593,126.845046119983
89,B10,서울특별시교육청,7010908,리라아트고등학교,Lila Art High School,고등학교,서울특별시,중구,서울특별시교육청,사립,4628,서울특별시 중구 소파로2길 ,/ 24 (예장동/리라아트고등학교),02-775-6541,http://www.lila.hs.kr,남여공학,02-319-0681,특성화고,N,전문계,,전기,주간,19520520,19520520,37.557131,126.988243
90,B10,서울특별시교육청,7010157,마포고등학교,Mapo High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7576,서울특별시 강서구 화곡로 403,(등촌동/마포고등학교),02-3663-2583,http://www.mapo.hs.kr,남,02-3663-2590,일반고,N,일반계,,후기,주간,19530601,19530601,37.5600277060889,126.85286487714
91,B10,서울특별시교육청,7010077,면목고등학교,Myeonmok High School,고등학교,서울특별시,중랑구,서울특별시교육청,공립,2193,서울특별시 중랑구 용마산로72길 36-14,(면목동/면목고등학교),02-435-0002,http://mmhs.sen.hs.kr,남,02-435-0774,자율고,N,일반계,,후기,주간,19821130,19830420,37.5846634085871,127.097270640409
92,B10,서울특별시교육청,7010158,명덕고등학교,Myungduk High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7633,서울특별시 강서구 강서로47길 34-10,(내발산동/명덕고등학교),02-2664-8817,http://myungduk.sen.hs.kr,남,02-2664-8875,일반고,N,일반계,,후기,주간,19841217,19841015,37.5538694849081,126.8339773378
93,B10,서울특별시교육청,7010159,명덕여자고등학교,Myungduk Girls’ High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7633,서울특별시 강서구 강서로47길 34-10,(내발산동),02-2664-8815,mdgh.sen.hs.kr,여,02-2664-8343,일반고,N,일반계,,후기,주간,19831226,19841015,37.5538694849081,126.8339773378
94,B10,서울특별시교육청,7010160,명덕외국어고등학교,Myungduk Foreign Language High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7633,서울특별시 강서구 강서로47길 34-10,/ 명덕외국어고등학교 (내발산동/명덕고등학교),02-2665-8821,http://www.mdfh.or.kr,남여공학,02-2665-5777,특목고,N,일반계,외국어계열,전기,주간,19910911,19910911,37.5538694849081,126.8339773378
95,B10,서울특별시교육청,7010078,명일여자고등학교,Myungil Girls’ High School,고등학교,서울특별시,강동구,서울특별시교육청,공립,5268,서울특별시 강동구 명일로 350,(명일동/명일여자고등학교),02-481-8192,http://www.myungil.hs.kr,여,02-481-8197,일반고,N,일반계,,후기,주간,19841217,19850508,37.5497763325665,127.149581506712
96,B10,서울특별시교육청,7010163,명지고등학교,Myongji High School,고등학교,서울특별시,서대문구,서울특별시교육청,사립,3656,서울특별시 서대문구 명지2길 56,/ 명지고등학교 (홍은동),02-303-1540,http://www.myongjigo.net/,남여공학,02-309-7289,일반고,N,일반계,,후기,주간,19480412,19480412,37.5849113531243,126.927090249447
97,B10,서울특별시교육청,7010744,목동고등학교,Mokdong High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,8099,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),02-2652-1701,https://mokdong.sen.hs.kr/,여,02-2652-9229,일반고,N,일반계,,후기,주간,19891208,19900914,37.5092159752312,126.86019842592
98,B10,서울특별시교육청,7010079,무학여자고등학교,Muhak Girls’ High School,고등학교,서울특별시,성동구,서울특별시교육청,공립,4716,서울특별시 성동구 고산자로 197,무학여자고등학교,02-2200-1724,http://www.muhak.hs.kr,여,02-2299-5065,일반고,N,일반계,,후기,주간,19400330,19400420,37.5576263308862,127.033880902274
99,B10,서울특별시교육청,7010166,문일고등학교,Moonil High School,고등학교,서울특별시,금천구,서울특별시교육청,사립,8634,서울특별시 금천구 시흥대로47길 45,(시흥동),02-802-2301,http://moonil.hs.kr,남,02-893-5094,일반고,N,일반계,,후기,주간,19741227,19741227,37.4489152569278,126.898720653088
100,B10,서울특별시교육청,7010701,문정고등학교,Munjeong High School,고등학교,서울특별시,송파구,서울특별시교육청,공립,5809,서울특별시 송파구 송이로34길 62,(문정동/문정고등학교),02-406-0061,http://mj.sen.hs.kr,남여공학,02-406-6756,일반고,N,일반계,,후기,주간,20071101,20080422,37.4851784987927,127.126692082604
101,B10,서울특별시교육청,7010959,문현고등학교,MUNHYEON HIGH SCHOOL,고등학교,서울특별시,송파구,서울특별시교육청,공립,5811,서울특별시 송파구 충민로 115,(장지동),02-6951-8702,http://munhyeon.sen.hs.kr,남여공학,02-3012-0880,일반고,N,일반계,,후기,주간,20100301,20100301,37.4813135489878,127.128762268141
102,B10,서울특별시교육청,7010591,미래산업과학고등학교,Mirae High School of Science and Technology,고등학교,서울특별시,노원구,서울특별시교육청,사립,1717,서울특별시 노원구 덕릉로82길 54,(중계동),02-933-7671,http://www.mist.hs.kr,남여공학,02-933-7855,특성화고,N,전문계,,전기,주간,19940301,19940323,37.658779482984,127.07844069313
103,B10,서울특별시교육청,7010167,미림여자고등학교,Mirim Girls’ High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8821,서울특별시 관악구 호암로 546,/ 미림여자고등학교 (신림동),02-886-1811,http://www.mirim.hs.kr,여,02-878-2188,일반고,N,일반계,,후기,주간,19671230,19790531,37.4661018035835,126.931927855676
104,B10,서울특별시교육청,7010569,미림여자정보과학고등학교,Mirim Girls’ Information Science High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8821,서울특별시 관악구 호암로 546,(신림동),02-872-4071,http://www.e-mirim.hs.kr,여,02-887-0856,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19910301,19910531,37.4661018035835,126.931927855676
105,B10,서울특별시교육청,7010887,미양고등학교,Miyang High School,고등학교,서울특별시,강북구,서울특별시교육청,공립,1190,서울특별시 강북구 인수봉로 39,/ 미양고등학교 (미아동),02-982-6104,http://mi-yang.hs.kr,남여공학,02-982-6106,자율고,N,일반계,,후기,주간,20090301,20090610,37.6236671693342,127.012179171162
106,B10,서울특별시교육청,7010080,반포고등학교,Banpo High School,고등학교,서울특별시,서초구,서울특별시교육청,공립,6598,서울특별시 서초구 고무래로 71,(반포동/반포고등학교),02-2258-4300/4100,http://banpo.sen.hs.kr,남여공학,02-2258-4242,일반고,N,일반계,,후기,주간,19831226,19840426,37.5027027335348,127.016510661972
107,B10,서울특별시교육청,7010590,방산고등학교,Bangsan High School,고등학교,서울특별시,송파구,서울특별시교육청,공립,5645,서울특별시 송파구 오금로27길 18,(방이동),02-418-2602,http://bangsan.sen.hs.kr,남여공학,02-418-9963,일반고,N,일반계,,후기,주간,20030301,20030930,37.5083995194679,127.120469638696
108,B10,서울특별시교육청,7010168,배명고등학교,Baemyeong High School,고등학교,서울특별시,송파구,서울특별시교육청,사립,5598,서울특별시 송파구 삼학사로 11,/ 배명고등학교 (삼전동),070-4014-2632,http://www.bm.hs.kr,남,02-421-8716,일반고,N,일반계,,후기,주간,19490307,19341007,37.4976894981876,127.095811765574
109,B10,서울특별시교육청,7010169,배문고등학교,Baemoon High School,고등학교,서울특별시,용산구,서울특별시교육청,사립,4305,서울특별시 용산구 효창원로 258,(서계동),02-3480-7100,http://www.baemoon.hs.kr,남,02-714-0062,일반고,N,일반계,,후기,주간,19551231,19551231,37.5499187190496,126.963904100329
110,B10,서울특별시교육청,7010170,배재고등학교,Paichai High School,고등학교,서울특별시,강동구,서울특별시교육청,사립,5234,서울특별시 강동구 고덕로 227,(고덕동/배재중 고등학교),02-428-1885,www.paichai.hs.kr,남,02-429-7845,자율고,N,일반계,,전기,주간,18850608,18850608,37.5550593859098,127.150247335505
111,B10,서울특별시교육청,7010171,배화여자고등학교,Paiwha Girls` High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3039,서울특별시 종로구 필운대로1길 34,(필운동/배화여자고등학교),02-724-0300,http://paiwha.sen.hs.kr/,여,02-723-0752,일반고,N,일반계,,후기,주간,18981002,18981002,37.5795440101952,126.967291871532
112,B10,서울특별시교육청,7010172,백암고등학교,Baegam High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,8080,서울특별시 양천구 신정로13길 16,/ 백암고등학교 (신정동),02-2696-0110,http://baegam.sen.hs.kr,남여공학,02-2691-0111,일반고,N,일반계,,후기,주간,19840409,19841217,37.5121962622678,126.844376986498
113,B10,서울특별시교육청,7010173,보성고등학교,Posung High School,고등학교,서울특별시,송파구,서울특별시교육청,사립,5649,서울특별시 송파구 양재대로 1278,(방이동/보성중고등학교),02-2152-2430,http://posung.sen.hs.kr,남,02-449-9355,일반고,N,일반계,,후기,주간,19060905,19060905,37.5200898870034,127.135729296295
114,B10,서울특별시교육청,7010174,보성여자고등학교,Bosung Girls` High School,고등학교,서울특별시,용산구,서울특별시교육청,사립,4338,서울특별시 용산구 신흥로3가길 66,/ 보성여자고등학교 (용산동2가),07040003030,http://www.bosung.hs.kr,여,027984145,일반고,N,일반계,,후기,주간,19071010,19071010,37.5430815444968,126.984284175086
115,B10,서울특별시교육청,7010813,보인고등학교,Boin High School,고등학교,서울특별시,송파구,서울특별시교육청,사립,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),02-2043-6021,http://www.boin.hs.kr,남,02-449-8063,자율고,N,일반계,,전기,주간,19080608,19080608,37.4975692004431,127.139517839227
116,B10,서울특별시교육청,7010736,불암고등학교,Buram High School,고등학교,서울특별시,노원구,서울특별시교육청,공립,1736,서울특별시 노원구 중계로 155,(중계동),02-936-7500,http://www.buram.hs.kr,남여공학,02-936-9100,일반고,N,일반계,,후기,주간,20050301,20050301,37.6491585296421,127.080305829512
117,B10,서울특별시교육청,7010985,삼각산고등학교,Samgaksan High School,고등학교,서울특별시,강북구,서울특별시교육청,공립,1199,서울특별시 강북구 삼양로19길 40,(미아동/삼각산고등학교),02-980-2290,http://samgaksan.hs.kr,남여공학,02-989-6930,일반고,N,일반계,,후기,주간,20110301,20110301,37.6162857334914,127.020107911458
118,B10,서울특별시교육청,7010081,삼성고등학교,Samsung High School,고등학교,서울특별시,관악구,서울특별시교육청,공립,8815,서울특별시 관악구 신림로 41,(신림동),02-871-7583,http://www.samsung.hs.kr,남여공학,02-886-7251,일반고,N,일반계,,후기,주간,19860112,19860112,37.469107701859,126.944010788599
119,B10,서울특별시교육청,7010082,상계고등학교,Sang-gye High School,고등학교,서울특별시,노원구,서울특별시교육청,공립,1761,서울특별시 노원구 노해로 432,(상계동/ 상계고등학교),02-6477-0700,http://sanggye.sen.hs.kr,남,02-933-9795,일반고,N,일반계,,후기,주간,19871215,19880428,37.652724684304,127.055453430868
120,B10,서울특별시교육청,7010593,상명고등학교,Sangmyung High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1758,서울특별시 노원구 덕릉로 553,(중계동),02-971-6211,http://www.sangmyung.hs.kr,남여공학,02-971-6216,일반고,N,일반계,,후기,주간,19371201,19370517,37.649540794927,127.067701313205
121,B10,서울특별시교육청,7010178,상명대학교사범대학부속여자고등학교,Girls` High School Attached to College of Education/ Sangmyung University,고등학교,서울특별시,종로구,서울특별시교육청,사립,3016,서울특별시 종로구 홍지문2길 20,(홍지동/상명대학교),02-396-6302,http://sangmyung-agh.hs.kr,여,02-396-6305,일반고,N,일반계,,후기,주간,19661219,19670307,37.604108905882,126.955159496571
122,B10,서울특별시교육청,7010179,상문고등학교,Sangmoon High School,고등학교,서울특별시,서초구,서울특별시교육청,사립,6707,서울특별시 서초구 명달로 45,(방배동/상문고등학교),02-586-3141,http://www.sangmoon.hs.kr,남,02-586-3136,일반고,N,일반계,,후기,주간,19721223,19721223,37.4797554325594,127.003916819634
123,B10,서울특별시교육청,7010806,상암고등학교,Sang-am High School,고등학교,서울특별시,마포구,서울특별시교육청,공립,3903,서울특별시 마포구 월드컵북로 445,(상암동),02-373-0041,http://www.sangam.hs.kr,남여공학,02-373-0068,자율고,N,일반계,,후기,주간,20070104,20070510,37.5813414106022,126.883394497343
124,B10,서울특별시교육청,7010916,상일미디어고등학교,Sangil Media High School,고등학교,서울특별시,강동구,서울특별시교육청,사립,5282,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동),02-428-0733,http://www.sangilmedia.hs.kr,남여공학,02-3427-0733,특성화고,N,전문계,,전기,주간,19831226,19841006,37.5485874781342,127.170823536325
125,B10,서울특별시교육청,7010181,상일여자고등학교,Sangil Girls High School,고등학교,서울특별시,강동구,서울특별시교육청,사립,5282,서울특별시 강동구 천호대로219길 61,/ 상일여자고등학교 (상일동),02-428-0435,http://sangil.hs.kr,여,02-481-3130,일반고,N,일반계,,후기,주간,19791006,19791006,37.5485874781342,127.170823536325
126,B10,서울특별시교육청,7010182,서라벌고등학교,Sorabol High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1745,서울특별시 노원구 한글비석로5길 18,/ (중계1동 313/ 서라벌고등학교) ,02-2092-2200,http://sorabol.sen.hs.kr,남,02-2092-2270,일반고,N,일반계,,후기,주간,19560305,19560305,37.6452565325417,127.075840635297
127,B10,서울특별시교육청,7010183,서문여자고등학교,Suhmoon Girls’ High School,고등학교,서울특별시,서초구,서울특별시교육청,사립,6565,서울특별시 서초구 동광로12길 84,(방배동/서문여자고등학교),02-599-6061,http://suhmoon.sen.hs.kr,여,02-594-8065,일반고,N,일반계,,후기,주간,19721229,19721229,37.4889197255873,126.984545759343
128,B10,서울특별시교육청,7010721,서서울생활과학고등학교,Seoseoul Life Science High School,고등학교,서울특별시,구로구,서울특별시교육청,사립,8248,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동),02-2613-5272,http://ssls.sen.hs.kr,남여공학,02-2612-0554,특성화고,N,전문계,,전기,주간,19720305,19720331,37.5038291911751,126.828259957002
129,B10,서울특별시교육청,7010083,서울고등학교,Seoul High School,고등학교,서울특별시,서초구,서울특별시교육청,공립,6669,서울특별시 서초구 효령로 197,(서초동/서울고등학교),02-582-8151,http://seoul.sen.hs.kr,남,02-587-3933,일반고,N,일반계,,후기,주간,19460201,19460201,37.4842930566875,127.004901860862
130,B10,서울특별시교육청,7010278,서울공업고등학교,Seoul Technical High School,고등학교,서울특별시,동작구,서울특별시교육청,공립,6955,서울특별시 동작구 대방동1길 46,/ 서울공업고등학교 (대방동),02-2082-1810,http://seoul-th.sen.hs.kr,남여공학,02-825-2030,특성화고,Y,전문계,,전기,주간,18990505,18990505,37.5019012578828,126.922363030415
131,B10,서울특별시교육청,7010906,서울공연예술고등학교,School of Performing Arts/ Seoul,고등학교,서울특별시,구로구,서울특별시교육청,사립,8249,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동),02-3281-9760,http://sopa.hs.kr,남여공학,02-3281-9768,특목고,N,일반계,예술계열,전기,주간,19660306,19661002,37.4999306587647,126.832608691425
132,B10,서울특별시교육청,7010084,서울과학고등학교,Seoul Science High School,고등학교,서울특별시,종로구,서울특별시교육청,공립,3066,서울특별시 종로구 혜화로 63,(명륜1가),02-740-6299,http://www.sshs.hs.kr,남여공학,02-741-1368,특목고,N,일반계,과학계열,전기,주간,19880914,19880914,37.5915480465968,126.998436321282
133,B10,서울특별시교육청,7010739,서울관광고등학교,Seoul Tourism High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),02-886-9165,http://seoul-tour.sen.hs.kr,남여공학,02-872-9170,특성화고,N,전문계,,전기,주간,19780315,19780315,37.4878154195732,126.943760849751
134,B10,서울특별시교육청,7010817,서울국제고등학교,Seoul Global High School,고등학교,서울특별시,종로구,서울특별시교육청,공립,3066,서울특별시 종로구 성균관로13길 40,/ 서울국제고 (명륜1가),02-743-9385,http://sghs.sen.hs.kr,남여공학,02-743-9409,특목고,N,일반계,국제계열,전기,주간,20070719,20080507,37.5917911485864,126.995490680124
135,B10,서울특별시교육청,7010964,서울금융고등학교,Seoul Finance High School,고등학교,서울특별시,양천구,서울특별시교육청,공립,7909,서울특별시 양천구 가로공원로61길 19,/ 서울금융고등학교 (신월동),02-2694-3710,http://www.seoulfc.hs.kr,남여공학,02-2690-6754,특성화고,N,전문계,,전기,주간,19841217,19841217,37.5376595496119,126.825914607519
136,B10,서울특별시교육청,7011109,서울대학교사범대학부설고등학교,Seoul National University High School,고등학교,서울특별시,성북구,교육부,국립,2796,서울특별시 성북구 월곡로 6,(종암동),02-913-7305,https://snu.sen.hs.kr/,남여공학,02-919-5275,일반고,N,일반계,,후기,주간,19460901,19461015,37.594723843967,127.038120392429
137,B10,서울특별시교육청,7011180,서울도시과학기술고등학교,Seoul Urban Science Technical High School,고등학교,서울특별시,성북구,서울특별시교육청,공립,2736,서울특별시 성북구 종암로 196,(하월곡동/서울도시과학기술고등학교),02-940-2500,http://www.sust.hs.kr,남여공학,02-940-2508,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19640108,19640108,37.6078128032701,127.033044179358
138,B10,서울특별시교육청,7011494,서울동산고등학교,Seoul Dongsan High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1832,서울특별시 노원구 공릉로 257,(공릉동),02-971-0903,http://seouldongsan.sen.hs.kr,남여공학,02-973-3052,특성화고,N,전문계,,전기,주간,19680302,19680429,37.6307779754887,127.073998366297
139,B10,서울특별시교육청,7010741,서울디자인고등학교,Seoul Design High School,고등학교,서울특별시,마포구,서울특별시교육청,사립,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),02-715-2261,http://www.seodi.hs.kr,남여공학,02-716-6967,특성화고,N,전문계,,전기,주간,19550112,19550112,37.5467017705682,126.946905266201
140,B10,서울특별시교육청,7010572,서울디지텍고등학교,Seoul Digitech High School,고등학교,서울특별시,용산구,서울특별시교육청,사립,4346,서울특별시 용산구 회나무로12길 27,(이태원동),02-798-3641,http://www.sdh.hs.kr,남여공학,02-794-0822,특성화고,N,전문계,,전기,주야간,19751004,19751004,37.5389694235589,126.990617730566
141,B10,서울특별시교육청,7010738,서울로봇고등학교,Seoul Robotics High School,고등학교,서울특별시,강남구,서울특별시교육청,공립,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),02-2226-2141,http://srobot.sen.hs.kr,남여공학,02-2226-5346,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19940104,19940104,37.480741415643,127.084154946756
142,B10,서울특별시교육청,7011506,서울매그넷고등학교,Seoul Magnet High School,고등학교,서울특별시,금천구,서울특별시교육청,사립,8656,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교),02-807-6333,seoulmagnet.sen.hs.kr,여,02-804-9040,특성화고,N,전문계,,전기,주간,19870112,19870303,37.4519362557404,126.915819922214
143,B10,서울특별시교육청,7010697,서울문영여자고등학교,Seoul Moonyoung Girls` High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8833,서울특별시 관악구 관악로 85,/ 서울문영여자고등학교 (봉천동),02-873-3622,http://www.moonyoung.seoul.kr,여,02-873-3625,일반고,N,일반계,,후기,주간,19911107,19911107,37.4729045674501,126.950918062755
144,B10,서울특별시교육청,7010888,서울문화고등학교,Seoul Culture High School,고등학교,서울특별시,도봉구,서울특별시교육청,공립,1338,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동),02-955-9100,http://seoulculture.sen.hs.kr,남여공학,02-3491-7697,특성화고,N,전문계,,전기,주간,19831226,19840507,37.6641314270343,127.047285814495
145,B10,서울특별시교육청,7010185,서울미술고등학교,Seoul Art High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8802,서울특별시 관악구 남부순환로247길 26,(봉천동/서울미술고등학교),02-872-2111,http://www.seoul-art.or.kr,남여공학,02-872-2115,일반고,N,일반계,,전기,주간,19710926,19720525,37.4766963066016,126.966748525059
146,B10,서울특별시교육청,7010836,서울방송고등학교,Seoul Broadcasting High School,고등학교,서울특별시,성동구,서울특별시교육청,공립,4731,서울특별시 성동구 동호로5길 131,(옥수동),02-2281-0091,https://seb.sen.hs.kr,남여공학,02-2281-0095,특성화고,N,전문계,,전기,주간,19911030,19911030,37.5477744781642,127.011037345163
147,B10,서울특별시교육청,7010186,서울세종고등학교,Seoul Sejong High School,고등학교,서울특별시,강남구,서울특별시교육청,사립,6348,서울특별시 강남구 광평로51길 36,/ 서울세종고등학교 (수서동),070-8668-3119,http://www.seoulsejong.hs.kr/,남여공학,02-451-3292,일반고,N,일반계,,후기,주간,19581228,19581228,37.4903893469638,127.102796812957
148,B10,서울특별시교육청,7011492,서울신정고등학교,Seoul Shinjeong High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7736,서울특별시 강서구 등촌로13아길 20,(화곡동/ 서울신정고등학교),02-2644-3543,http://shinjeong.sen.hs.kr,여,02-2644-0021,특성화고,N,전문계,,전기,주간,19780130,19780130,37.5383814328153,126.857062195471
149,B10,서울특별시교육청,7010960,서울아이티고등학교,Seoul Information Technology High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1773,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교),02-948-1901,http://www.seoulit.hs.kr,남여공학,02-977-8269,특성화고,N,전문계,,전기,주간,19921030,19921030,37.6424184430399,127.06244927375
150,B10,서울특별시교육청,7010085,서울여자고등학교,Seoul Girls` High School,고등학교,서울특별시,마포구,서울특별시교육청,공립,4140,서울특별시 마포구 백범로25길 34,/ 서울여자고등학교 (염리동),02-703-2211,http://seoulgs.sen.hs.kr,여,02-711-5667,자율고,N,일반계,,후기,주간,19580415,19580415,37.5477804988422,126.949069964415
151,B10,서울특별시교육청,7010340,서울여자상업고등학교,Seoul Girls’ Commercial High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8833,서울특별시 관악구 관악로 85,(봉천동/서울여자상업고등학교),02-873-3613,http://sys.sen.hs.kr,여,02-873-3620,특성화고,N,전문계,,전기,주간,19260929,19260929,37.4729045674501,126.950918062755
152,B10,서울특별시교육청,7010795,서울영상고등학교,Seoul Visual Media High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),02-2602-7121,youngsang.hs.kr,남여공학,02-2606-1804,특성화고,N,전문계,,전기,주간,19611208,19611208,37.5233044400227,126.860293524636
153,B10,서울특별시교육청,7010187,서울예술고등학교,Seoul Arts High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3011,서울특별시 종로구 평창문화로 70,/ 서울예술고등학교 (평창동),02-2287-0500,http://yego.or.kr,남여공학,02-2287-0400,특목고,N,일반계,예술계열,전기,주간,19530321,19530321,37.6057568225162,126.967890699043
154,B10,서울특별시교육청,7010188,서울외국어고등학교,Seoul Foreign Language High School,고등학교,서울특별시,도봉구,서울특별시교육청,사립,1489,서울특별시 도봉구 덕릉로66길 22,(창동),1670-1005,http://sfl.sen.hs.kr,남여공학,02-994-2435,특목고,N,일반계,외국어계열,전기,주간,19931005,19931005,37.6457807932104,127.0515086969
155,B10,서울특별시교육청,7011486,서울의료보건고등학교,Seoul Medical Healthcare High School,고등학교,서울특별시,중구,서울특별시교육청,사립,4502,서울특별시 중구 만리재로37길 30,(만리동1가),02-392-6666,http://smh.sen.hs.kr,여,02-392-2233,특성화고,N,전문계,,전기,주간,19710531,19921002,37.5572980883659,126.966720324892
156,B10,서울특별시교육청,7011498,서울인공지능고등학교,SEOUL ARTIFICIAL INTELLIGENCE HIGHSCHOOL,고등학교,서울특별시,송파구,서울특별시교육청,공립,5771,서울특별시 송파구 양산로 21,(거여동),6711-0508/6711-0595,https://seoulai.sen.hs.kr,남여공학,02-6711-0599,특성화고,N,전문계,,전기,주간,19910301,19910301,37.4916482412209,127.142085431868
